player_id,player,preferred_foot,match_score,matched_name
6618.0,Martín Aguirregabiria Padilla,Right,100,Martín Aguirregabiria Padilla
23212.0,Martín Merquelanz Castellanos,Left,100,Martín Merquelanz Castellanos
24921.0,Martín Zubimendi Ibáñez,Right,100,Martín Zubimendi Ibáñez
7104.0,Mathías Olivera Miramontes,Left,100,Mathías Olivera Miramontes
6863.0,Mauro Wilney Arambarri Rosa,Right,100,Mauro Wilney Arambarri Rosa
6982.0,Maxime Gonalons,Right,100,Maxime Gonalons
6297.0,Maximiliano Gómez González,Right,100,Maximiliano Gómez González
23966.0,Mickaël Malsa,Right,80,Mickaël Ramon Malsa
11301.0,Miguel Alfonso Herrero Javaloyas,Right,100,Miguel Alfonso Herrero Javaloyas
39598.0,Miguel Baeza Pérez,Left,100,Miguel Baeza Pérez
7897.0,Miguel Ángel Garrido Cifuentes,Right,100,Miguel Ángel Garrido Cifuentes
6789.0,Mikel Balenziaga Oruesagasti,Left,100,Mikel Balenziaga Oruesagasti
3042.0,Mikel Merino Zazón,Left,100,Mikel Merino Zazón
6685.0,Mikel Oyarzabal Ugarte,Left,100,Mikel Oyarzabal Ugarte
6656.0,Mikel Rico Moreno,Right,100,Mikel Rico Moreno
6667.0,Mikel Vesga Arruti,Left,100,Mikel Vesga Arruti
6947.0,Miralem Pjanić,Right,100,Miralem Pjanić
10709.0,Modibo Sagnan,Left,100,Modibo Sagnan
11675.0,Moisés Gómez Bordonado,Right,100,Moisés Gómez Bordonado
39073.0,Ilaix Moriba,,67,Luca Mora
4267.0,Mouctar Diakhaby,Right,100,Mouctar Diakhaby
6616.0,Munir El Haddadi Mohamed,Left,100,Munir El Haddadi Mohamed
2948.0,Nabil Fekir,Left,100,Nabil Fekir
30081.0,Nehuén Pérez,,67,Patricio Nehuen Pérez
16489.0,Nemanja Gudelj,Right,100,Nemanja Gudelj
6901.0,Nemanja Maksimović,Right,100,Nemanja Maksimović
6796.0,Nemanja Radoja,Right,100,Nemanja Radoja
17303.0,Nikola Vukčević,Left,100,Nikola Vukčević
6590.0,Norberto Murara Neto,Right,100,Norberto Murara Neto
11388.0,Néstor Alejandro Araújo Razo,Right,100,Néstor Alejandro Araújo Razo
23944.0,Oier Sanjurjo Mate,Right,97,Oier Sanjurjo Maté
18783.0,Omenuke Mfulu,Right,100,Omenuke Mfulu
5477.0,Ousmane Dembélé,Left,100,Ousmane Dembélé
12073.0,Pablo Hervías Ruiz,Right,91,Pablo Hervías Rubio
6564.0,Pablo Maffeo Becerra,Right,100,Pablo Maffeo Becerra
21399.0,Pablo Ínsua Blanco,Right,100,Pablo Ínsua Blanco
6892.0,Pau Francisco Torres,Left,100,Pau Francisco Torres
42282.0,Paul Edgar Akouokou,Right,100,Paul Edgar Akouokou
6579.0,Pedro Alcalá Guirado,Right,100,Pedro Alcalá Guirado
30486.0,Pedro González López,Right,100,Pedro González López
6787.0,Pedro López Muñoz,Right,100,Pedro López Muñoz
6733.0,Pedro Mosquera Parada,Left,100,Pedro Mosquera Parada
12072.0,Pere Milla Peña,Left,100,Pere Milla Peña
6565.0,Pere Pons Riera,Right,100,Pere Pons Riera
